ID_Tiket,Tanggal_Penerbangan,Rute,Jarak_km,Cuaca_Keberangkatan,Status_Penerbangan,Waktu_Delay_Menit,Kelas_Kabin,Akses_Lounge,Berat_Bagasi_kg,Harga_Tiket_IDR,Rating_Kepuasan
TKT-2671390,2025-07-20,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,19,1680000,8
TKT-9638542,2025-10-11,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,96,Economy,Tidak,15,1176000,4
TKT-8798796,2026-02-01,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,18,1680000,7
TKT-6123306,2026-02-16,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,31,2898000,8
TKT-2020050,2025-09-10,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,First Class,Ya,34,11760000,10
TKT-8171675,2025-06-01,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,28,504000,8
TKT-7974007,2025-08-04,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,110,Economy,Tidak,14,1680000,5
TKT-3015051,2025-06-25,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,28,1260000,9
TKT-2841134,2025-05-13,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,7
TKT-1289269,2026-03-17,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,97,Economy,Tidak,13,828000,5
TKT-4741615,2025-11-20,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,10,360000,7
TKT-5505872,2026-01-05,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,24,2898000,8
TKT-8748048,2025-10-29,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,8
TKT-1846631,2025-06-06,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Economy,Tidak,6,1680000,3
TKT-3729298,2025-10-22,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,8,1176000,9
TKT-2430122,2025-08-18,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,91,Economy,Tidak,11,144000,5
TKT-6369239,2026-03-22,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,17,1680000,7
TKT-7216582,2025-09-01,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,9
TKT-4747571,2025-08-18,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,55,Business,Ya,26,1260000,7
TKT-5712242,2025-08-03,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,6,144000,9
TKT-4322556,2025-05-29,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,7
TKT-6179160,2025-07-28,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,14,144000,7
TKT-1770650,2025-09-15,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,13,828000,8
TKT-9173093,2026-01-08,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,First Class,Ya,44,8232000,9
TKT-5941184,2025-11-09,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,17,144000,7
TKT-1638631,2025-06-18,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,77,Economy,Tidak,12,144000,4
TKT-8019596,2025-11-26,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,8
TKT-6044527,2026-04-24,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,18,144000,9
TKT-2683255,2025-10-11,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,16,1176000,8
TKT-1291959,2025-05-09,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,77,Economy,Tidak,9,1176000,4
TKT-9271993,2025-07-10,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,12,360000,7
TKT-3258833,2025-07-13,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,8
TKT-8966928,2025-06-02,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,17,1680000,7
TKT-7409686,2025-12-16,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,15,1680000,9
TKT-9870261,2025-11-11,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,9,1680000,8
TKT-8717767,2025-05-11,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,21,2898000,10
TKT-1657465,2026-03-17,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,92,Economy,Tidak,14,1680000,6
TKT-4127671,2025-06-28,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,7
TKT-5841170,2026-01-18,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,19,360000,9
TKT-2325344,2025-08-22,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,11,1176000,7
TKT-2573631,2025-05-30,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,8
TKT-2108117,2025-09-24,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,20,1176000,7
TKT-2113213,2025-06-19,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,First Class,Ya,33,2520000,10
TKT-2513753,2026-04-28,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,7
TKT-5635318,2026-03-06,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,10,828000,9
TKT-3712287,2025-12-30,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,9
TKT-8819372,2026-02-18,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,22,4116000,10
TKT-7332021,2025-11-21,Surabaya - Bali (SUB-DPS),300,Badai Petir,Delayed,143,Economy,Tidak,18,360000,3
TKT-4289405,2025-05-18,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,109,Economy,Tidak,8,1176000,5
TKT-1746523,2025-08-29,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Cancelled,0,Economy,Tidak,19,828000,2
TKT-1250562,2026-01-31,Bali - Lombok (DPS-LOP),120,Badai Petir,Delayed,205,Economy,Tidak,8,144000,4
TKT-6830800,2025-10-25,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,On Time,0,Economy,Tidak,9,1680000,9
TKT-3275261,2026-03-30,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,17,360000,9
TKT-3647904,2025-07-16,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,17,360000,9
TKT-6957379,2025-10-25,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,145,Economy,Tidak,18,144000,4
TKT-8548389,2025-07-04,Surabaya - Bali (SUB-DPS),300,Badai Petir,Cancelled,0,Business,Ya,33,1260000,2
TKT-9093314,2025-09-25,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,34,1260000,9
TKT-6336885,2025-09-11,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,5,828000,7
TKT-4757707,2026-01-05,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,64,Economy,Tidak,12,1176000,5
TKT-8281372,2026-02-05,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,9
TKT-7175387,2025-12-31,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,6,360000,8
TKT-8716000,2026-03-25,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Economy,Tidak,16,1680000,7
TKT-3809407,2025-09-23,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,15,828000,9
TKT-6813582,2025-06-03,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,First Class,Ya,35,1008000,10
TKT-9768152,2025-08-16,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,157,Economy,Tidak,11,1680000,2
TKT-1170355,2025-05-26,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,9
TKT-4772324,2025-12-12,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,16,360000,9
TKT-5786008,2026-05-04,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,29,5880000,9
TKT-9865602,2025-06-27,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,58,Economy,Tidak,10,1680000,7
TKT-1788784,2025-10-26,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,11,144000,8
TKT-5462683,2026-02-03,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,17,1680000,8
TKT-5137128,2026-03-24,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,20,1176000,7
TKT-2057367,2026-04-04,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Business,Ya,33,2898000,9
TKT-5492325,2026-05-02,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,19,144000,7
TKT-9652279,2026-03-26,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,70,Economy,Tidak,6,1680000,5
TKT-2755479,2026-01-01,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,10,1680000,7
TKT-2828477,2025-10-20,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,8
TKT-2476251,2025-12-25,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,20,144000,9
TKT-4463505,2025-12-30,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,123,Economy,Tidak,7,1680000,2
TKT-2461714,2025-06-22,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,29,5880000,10
TKT-4903972,2026-01-23,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,8
TKT-5941880,2025-09-19,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,7
TKT-2470216,2025-07-19,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,20,5880000,8
TKT-8163921,2025-09-25,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,17,360000,9
TKT-6183121,2026-04-02,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,159,Economy,Tidak,11,144000,3
TKT-2087632,2025-07-11,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,100,Economy,Tidak,18,1680000,5
TKT-4293952,2025-12-21,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Business,Ya,20,504000,10
TKT-3573901,2026-01-19,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Economy,Tidak,6,1680000,8
TKT-2439420,2025-09-14,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,133,Economy,Tidak,11,1680000,2
TKT-4951444,2025-12-13,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,10,1176000,8
TKT-1288427,2026-02-13,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,9
TKT-3540061,2025-07-19,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,First Class,Ya,36,11760000,9
TKT-8188969,2025-07-27,Bali - Lombok (DPS-LOP),120,Cerah,Delayed,130,Economy,Tidak,12,144000,2
TKT-2814314,2025-12-06,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,10,1680000,9
TKT-3905617,2025-09-29,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,20,2898000,8
TKT-2945118,2025-10-31,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,10,828000,8
TKT-8326823,2025-07-16,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,8,360000,9
TKT-4978632,2026-02-18,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,9,1176000,9
TKT-7062887,2026-01-18,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Cancelled,0,Economy,Tidak,12,828000,3
TKT-8724331,2025-07-31,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,10,828000,9
TKT-1470477,2025-05-16,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,8
TKT-3781529,2025-09-28,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,7
TKT-7478785,2025-12-10,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,9,1680000,8
TKT-1065574,2025-08-29,Jakarta - Makassar (CGK-UPG),1400,Cerah,Delayed,132,Economy,Tidak,9,1680000,4
TKT-3724268,2026-02-22,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,19,828000,7
TKT-4604390,2025-09-16,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Cancelled,0,Economy,Tidak,18,828000,1
TKT-3287917,2025-11-11,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,8,360000,8
TKT-5656106,2026-05-02,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,168,Economy,Tidak,16,1680000,4
TKT-5510604,2025-12-17,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,7
TKT-6397892,2025-05-17,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,8
TKT-5506694,2025-12-03,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,9,828000,8
TKT-7191540,2025-07-09,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,8,144000,9
TKT-5426451,2025-11-24,Jakarta - Medan (CGK-KNO),1400,Badai Petir,Cancelled,0,Economy,Tidak,19,1680000,2
TKT-1462864,2025-09-17,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,15,360000,9
TKT-3907304,2025-09-28,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,8,360000,9
TKT-5785845,2025-12-24,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,34,2898000,8
TKT-6846764,2026-03-07,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Delayed,200,Economy,Tidak,9,1680000,3
TKT-8129940,2025-11-21,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Cancelled,0,Economy,Tidak,12,828000,1
TKT-1357861,2026-02-05,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,First Class,Ya,31,11760000,10
TKT-3170554,2026-04-17,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,10,144000,7
TKT-6796597,2026-01-25,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,7
TKT-3192837,2025-07-12,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,10,144000,8
TKT-3815635,2025-05-26,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,72,Economy,Tidak,5,1680000,4
TKT-9598476,2025-07-17,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,31,2898000,9
TKT-8234501,2026-02-08,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,7
TKT-8945804,2025-09-08,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,5,1176000,9
TKT-6824363,2026-03-12,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,23,504000,9
TKT-7193786,2025-08-17,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,67,Economy,Tidak,5,1176000,6
TKT-4133761,2026-03-23,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,8
TKT-8662433,2025-07-16,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,21,2898000,8
TKT-2047647,2025-10-26,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,19,144000,7
TKT-3111109,2025-09-06,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,20,828000,7
TKT-6303078,2026-02-20,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,7
TKT-3270109,2026-01-08,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,8
TKT-2248359,2025-08-27,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Economy,Tidak,18,1680000,3
TKT-6436196,2025-06-22,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,77,Business,Ya,30,5880000,7
TKT-8847206,2026-04-13,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,20,360000,7
TKT-4165134,2025-10-30,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,7
TKT-8888767,2025-06-19,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,9,828000,7
TKT-9943606,2025-11-22,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,7,828000,8
TKT-5564892,2025-06-02,Bali - Lombok (DPS-LOP),120,Badai Petir,Cancelled,0,Economy,Tidak,12,144000,1
TKT-3445716,2025-12-01,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,7,144000,8
TKT-2923967,2025-12-25,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,15,1176000,9
TKT-4444176,2025-09-04,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,15,1680000,7
TKT-2479627,2026-01-11,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,8,828000,8
TKT-1974641,2026-03-19,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,35,First Class,Ya,30,5796000,10
TKT-5552966,2025-12-16,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,Economy,Tidak,10,1176000,7
TKT-9620821,2025-05-29,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,15,828000,7
TKT-6542159,2025-06-05,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,9
TKT-1684538,2025-10-12,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,7
TKT-4438012,2025-07-05,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,13,144000,9
TKT-7986018,2026-05-03,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,130,Economy,Tidak,7,1176000,2
TKT-2438808,2026-01-28,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,7
TKT-4987172,2026-04-27,Surabaya - Bali (SUB-DPS),300,Cerah,Delayed,73,Economy,Tidak,17,360000,5
TKT-5665561,2025-09-27,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,9
TKT-8409026,2026-03-13,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,9
TKT-1427447,2026-02-11,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,30,5880000,10
TKT-6995682,2025-05-17,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,8
TKT-7462851,2025-09-25,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,16,144000,9
TKT-9557108,2025-09-11,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,12,144000,8
TKT-7306432,2025-09-07,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,135,Economy,Tidak,8,1176000,2
TKT-4656427,2025-06-18,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,19,144000,7
TKT-3899138,2025-12-29,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,18,1176000,7
TKT-8773956,2025-09-22,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,7
TKT-5464210,2025-08-21,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,5,360000,8
TKT-3331051,2025-12-26,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,7
TKT-5305419,2025-11-13,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,7
TKT-7558976,2025-07-05,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,142,Economy,Tidak,16,1680000,2
TKT-5439814,2025-05-10,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,7,1176000,9
TKT-6222096,2025-12-03,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,14,1176000,9
TKT-6861357,2025-10-02,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,24,5880000,8
TKT-1807886,2025-05-26,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,11,828000,9
TKT-5991331,2025-06-10,Surabaya - Bali (SUB-DPS),300,Badai Petir,Delayed,177,Economy,Tidak,9,360000,3
TKT-9285103,2025-07-08,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,15,828000,8
TKT-1979613,2025-10-29,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,172,Economy,Tidak,9,1176000,3
TKT-8071758,2025-06-20,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,6,360000,9
TKT-8020412,2026-03-05,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,9,144000,8
TKT-8038368,2026-02-02,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,12,360000,8
TKT-9471402,2025-11-15,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,144,Economy,Tidak,18,1176000,3
TKT-6628192,2026-01-28,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,Business,Ya,33,4116000,8
TKT-3147673,2025-05-27,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,145,Business,Ya,20,504000,3
TKT-6440774,2026-02-09,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,6,828000,7
TKT-1286444,2025-11-28,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,First Class,Ya,42,1008000,10
TKT-7771417,2025-11-12,Surabaya - Bali (SUB-DPS),300,Cerah,Delayed,125,Economy,Tidak,8,360000,2
TKT-8729987,2025-07-25,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,25,5880000,10
TKT-5826620,2025-10-24,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,7
TKT-9739518,2025-10-31,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,33,5880000,9
TKT-4481136,2026-04-11,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,11,360000,9
TKT-1052413,2025-09-09,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,First Class,Ya,46,5796000,9
TKT-5410015,2025-08-28,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,15,1176000,8
TKT-2742190,2026-02-03,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,31,504000,8
TKT-2214453,2025-07-15,Jakarta - Makassar (CGK-UPG),1400,Cerah,Delayed,79,Economy,Tidak,7,1680000,5
TKT-7321954,2025-10-19,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Delayed,167,Economy,Tidak,20,1680000,3
TKT-3287351,2026-03-04,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,23,2898000,9
TKT-6717428,2025-09-20,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,152,Economy,Tidak,8,1176000,4
TKT-1793693,2026-05-03,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,10,360000,7
TKT-7460191,2025-10-11,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,63,Economy,Tidak,19,828000,4
TKT-8577588,2025-07-03,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,16,1680000,7
TKT-8414368,2026-02-12,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,46,Economy,Tidak,9,144000,8
TKT-8196818,2025-09-06,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,178,Economy,Tidak,6,1176000,3
TKT-9366182,2026-03-19,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,First Class,Ya,33,1008000,10
TKT-1518129,2026-03-08,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,6,144000,9
TKT-1785485,2025-06-08,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,15,144000,7
TKT-2492269,2025-11-09,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,32,5880000,10
TKT-4046433,2025-06-15,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,20,1176000,9
TKT-1136909,2025-07-02,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,10,828000,9
TKT-8310037,2025-10-08,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,5,828000,8
TKT-3754738,2025-11-06,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,9
TKT-5956763,2025-06-04,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,7
TKT-1571489,2025-10-10,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,7,1680000,7
TKT-3432681,2026-02-14,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,8,144000,9
TKT-6067992,2025-09-15,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,14,828000,8
TKT-2348484,2025-11-18,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,8
TKT-2561132,2025-07-09,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,9,144000,9
TKT-2431404,2025-07-13,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,7
TKT-2933793,2025-10-14,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,9
